Format Version,1.24,Take Name,Take 2023-11-28 11.16.35 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-11-28 11.16.36.396 午前,Capture Start Frame,881158,Total Frames in Take,2246,Total Exported Frames,2246,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
31,0.258333,-0.165608,-0.109515,0.242477,0.005471,0.286274,-0.168528,-0.014389,0.286782,-0.030097,-0.087618,0.289778,-0.235882,0.104879,0.287314,-0.243223,0.019065,0.278143,-0.309139,-0.090433,0.286994,-0.095386,0.101323,0.288630,-0.097439,-0.014374,0.286752,-0.029914,-0.083132,0.285428,-0.240028,0.104659,0.287378,-0.243203,0.018677,0.278508,-0.309101,-0.090438,0.287473,-0.095079,0.101302,0.288429,-0.097407
32,0.266667,-0.135487,-0.123500,0.194698,0.005454,0.286237,-0.168559,-0.014440,0.286689,-0.030133,-0.087616,0.289854,-0.235935,0.104881,0.287234,-0.243230,0.019076,0.278169,-0.309171,-0.090468,0.286999,-0.095440,0.101290,0.288476,-0.097445,-0.014411,0.286657,-0.029952,-0.083140,0.285462,-0.240012,0.104612,0.287261,-0.243259,0.018751,0.278569,-0.309078,-0.090480,0.287476,-0.095133,0.101246,0.288294,-0.097417
33,0.275000,-0.096636,-0.136725,0.171066,0.005519,0.286208,-0.168483,-0.014407,0.286575,-0.030062,-0.087534,0.289910,-0.235878,0.104963,0.287215,-0.243130,0.019170,0.278230,-0.309098,-0.090420,0.286960,-0.095386,0.101340,0.288360,-0.097346,-0.014378,0.286622,-0.029875,-0.083168,0.285350,-0.240025,0.104668,0.287134,-0.243187,0.018912,0.278803,-0.308900,-0.090430,0.287304,-0.095065,0.101290,0.288187,-0.097358
34,0.283333,-0.075433,-0.146709,0.158206,0.005513,0.286188,-0.168425,-0.014437,0.286508,-0.030007,-0.087527,0.289936,-0.235834,0.104971,0.287200,-0.243054,0.019187,0.278259,-0.309040,-0.090438,0.286935,-0.095344,0.101322,0.288292,-0.097270,-0.014389,0.286564,-0.029810,-0.083210,0.285335,-0.239993,0.104671,0.287102,-0.243111,0.018937,0.278838,-0.308885,-0.090495,0.287279,-0.095012,0.101261,0.288133,-0.097283
35,0.291667,-0.130160,-0.122283,0.201969,0.005519,0.286213,-0.168486,-0.014372,0.286649,-0.030060,-0.087553,0.289825,-0.235859,0.104944,0.287229,-0.243158,0.019138,0.278160,-0.309099,-0.090402,0.286956,-0.095365,0.101356,0.288457,-0.097374,-0.014352,0.286679,-0.029863,-0.083064,0.285473,-0.240008,0.104705,0.287248,-0.243164,0.018806,0.278583,-0.309061,-0.090440,0.287357,-0.095028,0.101327,0.288247,-0.097360
36,0.300000,-0.151866,-0.115166,0.208832,0.005481,0.286251,-0.168495,-0.014393,0.286738,-0.030067,-0.087600,0.289827,-0.235858,0.104896,0.287252,-0.243181,0.019084,0.278147,-0.309107,-0.090431,0.287011,-0.095363,0.101327,0.288535,-0.097396,-0.014356,0.286730,-0.029867,-0.083134,0.285485,-0.240052,0.104660,0.287281,-0.243181,0.018745,0.278539,-0.309059,-0.090460,0.287447,-0.095051,0.101287,0.288342,-0.097375
37,0.308333,-0.122607,-0.126624,0.200380,0.005477,0.286285,-0.168528,-0.014424,0.286704,-0.030103,-0.087589,0.289909,-0.235908,0.104908,0.287309,-0.243193,0.019107,0.278250,-0.309141,-0.090449,0.287022,-0.095414,0.101310,0.288518,-0.097408,-0.014391,0.286702,-0.029935,-0.083210,0.285399,-0.240050,0.104635,0.287272,-0.243246,0.018827,0.278764,-0.308965,-0.090488,0.287424,-0.095118,0.101261,0.288339,-0.097424
38,0.316667,-0.079210,-0.145095,0.167638,0.005497,0.286299,-0.168493,-0.014449,0.286625,-0.030075,-0.087546,0.290027,-0.235900,0.104953,0.287323,-0.243125,0.019168,0.278363,-0.309108,-0.090452,0.287035,-0.095410,0.101308,0.288423,-0.097341,-0.014422,0.286646,-0.029914,-0.083160,0.285437,-0.240018,0.104607,0.287201,-0.243201,0.018954,0.279001,-0.308827,-0.090532,0.287395,-0.095087,0.101283,0.288254,-0.097397
39,0.325000,-0.083889,-0.136140,0.178963,0.005508,0.286203,-0.168466,-0.014416,0.286536,-0.030044,-0.087546,0.289907,-0.235859,0.104952,0.287240,-0.243114,0.019159,0.278258,-0.309082,-0.090430,0.286925,-0.095368,0.101330,0.288352,-0.097329,-0.014361,0.286572,-0.029868,-0.083123,0.285438,-0.240012,0.104636,0.287147,-0.243156,0.018893,0.278780,-0.308966,-0.090477,0.287259,-0.095036,0.101286,0.288174,-0.097323
40,0.333333,-0.138455,-0.118850,0.216639,0.005555,0.286136,-0.168491,-0.014327,0.286588,-0.030063,-0.087521,0.289715,-0.235859,0.104976,0.287167,-0.243169,0.019169,0.278066,-0.309104,-0.090361,0.286865,-0.095364,0.101397,0.288416,-0.097385,-0.014289,0.286588,-0.029842,-0.083052,0.285458,-0.240058,0.104756,0.287216,-0.243138,0.018805,0.278441,-0.309136,-0.090426,0.287298,-0.095029,0.101386,0.288211,-0.097356
